z
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
212
212
200
200
144
105
86
86
105
105
200
105
105
144
144
212
200
200
144
144
144
105
144
105
105
105
144
105
86
105
144
200
200
212
200
77
105
77
105
144
144
105
105
105
105
200
200
212
212
212
212
200
200
200
200
200
200
200
200
200
200
212
233
105
77
77
105
144
144
200
144
144
105
144
144
144
144
144
144
144
144
144
144
144
200
200
200
200
200
200
144
144
144
144
144
144
144
144
144
105
105
144
144
144
144
144
144
144
105
105
105
105
144
144
144
144
144
105
105
105
105
105
105
105
105
105
105
105
105
105
144
144
144
105
105
144
144
144
144
144
144
105
144
105
144
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
233
212
144
144
105
144
144
200
144
105
105
144
200
200
212
144
144
144
105
200
144
105
105
105
105
86
105
144
212
212
200
105
144
86
105
77
105
105
105
105
105
144
200
212
212
212
200
200
200
200
200
144
144
144
144
144
144
200
200
200
233
212
77
86
77
105
105
144
144
105
105
144
144
144
144
144
144
144
200
200
200
200
144
144
144
144
144
144
144
144
144
105
105
105
105
105
105
105
105
105
105
144
144
144
144
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
144
144
105
105
105
105
105
144
144
144
144
144
144
144
144
-1
-1
-1
-1
-1
-1
-1
