x,y,z
5.97954749999999979,47.0667028000000016,-3.4028234663852886e+38
5.98416250000000005,47.0667028000000016,-3.4028234663852886e+38
5.98877750000000031,47.0667028000000016,-3.4028234663852886e+38
5.99339249999999968,47.0667028000000016,212.1820068359375
5.99800749999999994,47.0667028000000016,212.1820068359375
6.00262250000000019,47.0667028000000016,212.427032470703125
6.00723750000000045,47.0667028000000016,212.67291259765625
6.01185249999999982,47.0667028000000016,212.67291259765625
6.01646750000000008,47.0667028000000016,212.919525146484375
6.02108250000000034,47.0667028000000016,213.166717529296875
6.02569749999999971,47.0667028000000016,213.166717529296875
6.03031249999999996,47.0667028000000016,213.414413452148438
6.03492750000000022,47.0667028000000016,213.662460327148438
6.03954250000000048,47.0667028000000016,213.662460327148438
6.04415749999999985,47.0667028000000016,213.9107666015625
6.04877250000000011,47.0667028000000016,214.1591796875
6.05338750000000037,47.0667028000000016,214.1591796875
6.05800249999999973,47.0667028000000016,214.407608032226562
6.06261749999999999,47.0667028000000016,214.655914306640625
6.06723250000000025,47.0667028000000016,214.655914306640625
6.07184750000000051,47.0667028000000016,214.904006958007812
6.07646249999999988,47.0667028000000016,214.904006958007812
6.08107750000000014,47.0667028000000016,215.1517333984375
6.08569250000000039,47.0667028000000016,215.399017333984375
6.09030749999999976,47.0667028000000016,215.399017333984375
6.09492250000000002,47.0667028000000016,215.645751953125
6.09953750000000028,47.0667028000000016,215.891845703125
6.10415250000000054,47.0667028000000016,215.891845703125
6.10876749999999991,47.0667028000000016,216.137176513671875
6.11338250000000016,47.0667028000000016,216.381698608398438
6.11799750000000042,47.0667028000000016,216.381698608398438
6.12261249999999979,47.0667028000000016,216.625335693359375
6.12722750000000005,47.0667028000000016,216.868026733398438
6.13184250000000031,47.0667028000000016,216.868026733398438
6.13645750000000056,47.0667028000000016,217.109725952148438
6.14107249999999993,47.0667028000000016,217.350387573242188
6.14568750000000019,47.0667028000000016,217.350387573242188
6.15030250000000045,47.0667028000000016,217.59002685546875
6.15491749999999982,47.0667028000000016,217.82861328125
6.15953250000000008,47.0667028000000016,217.82861328125
6.16414750000000033,47.0667028000000016,218.066192626953125
6.1687624999999997,47.0667028000000016,218.066192626953125
6.17337749999999996,47.0667028000000016,218.30279541015625
6.17799250000000022,47.0667028000000016,218.538467407226562
6.18260750000000048,47.0667028000000016,218.538467407226562
6.18722249999999985,47.0667028000000016,218.773300170898438
6.19183750000000011,47.0667028000000016,219.007400512695312
6.19645250000000036,47.0667028000000016,219.007400512695312
6.20106749999999973,47.0667028000000016,219.240875244140625
6.20568249999999999,47.0667028000000016,219.473907470703125
6.21029750000000025,47.0667028000000016,219.473907470703125
6.21491250000000051,47.0667028000000016,219.7066650390625
6.21952749999999988,47.0667028000000016,219.9393310546875
6.22414250000000013,47.0667028000000016,219.9393310546875
6.22875750000000039,47.0667028000000016,220.172134399414062
6.23337249999999976,47.0667028000000016,220.405349731445312
6.23798750000000002,47.0667028000000016,220.405349731445312
6.24260250000000028,47.0667028000000016,220.639236450195312
6.24721750000000053,47.0667028000000016,220.874069213867188
6.2518324999999999,47.0667028000000016,220.874069213867188
6.25644750000000016,47.0667028000000016,221.110198974609375
6.26106250000000042,47.0667028000000016,221.110198974609375
6.26567749999999979,47.0667028000000016,221.347946166992188
6.27029250000000005,47.0667028000000016,221.587646484375
6.2749075000000003,47.0667028000000016,221.587646484375
6.27952250000000056,47.0667028000000016,221.829666137695312
6.28413749999999993,47.0667028000000016,222.074386596679688
6.28875250000000019,47.0667028000000016,222.074386596679688
6.29336750000000045,47.0667028000000016,222.322174072265625
6.29798249999999982,47.0667028000000016,222.5733642578125
